id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,purpose
sdv-id-jYHJek,7265.0,5814.0,10442.209643437642, 36 months,7.57,133.64,A,A3,10+ years,MORTGAGE,67165.84,Source Verified,Fully Paid,n,home_improvement
sdv-id-QKLQLh,25510.0,25663.0,25478.79700185502, 60 months,15.22,853.61,C,B5,10+ years,OWN,93786.01,Verified,Late (31-120 days),y,debt_consolidation
sdv-id-xrTsfn,18879.0,19273.0,20892.617520791562, 36 months,12.83,881.93,B,B4,4 years,MORTGAGE,95458.45,Source Verified,Fully Paid,n,home_improvement
sdv-id-xFORaS,11475.0,10868.0,11640.25563310015, 36 months,19.71,495.89,D,D2,10+ years,RENT,53587.94,Not Verified,Charged Off,n,debt_consolidation
sdv-id-vjlhBM,28629.0,29905.0,28201.645995767034, 36 months,10.25,1341.06,D,B2,8 years,MORTGAGE,453674.28,Verified,Fully Paid,n,debt_consolidation
sdv-id-IFlXhN,18353.0,20395.0,19016.46633822952, 36 months,10.91,588.32,A,A3,10+ years,OWN,57211.96,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-rAqTwb,5745.0,5109.0,5510.368882955435, 36 months,10.15,160.5,B,B1,10+ years,MORTGAGE,102157.04,Source Verified,Fully Paid,n,major_purchase
sdv-id-xNcDfc,14272.0,14411.0,14267.036121550133, 36 months,14.08,499.89,B,B5,4 years,MORTGAGE,95438.53,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-IDbiuH,23161.0,24774.0,24442.737038688294, 36 months,18.06,860.04,D,D4,8 years,RENT,153421.24,Not Verified,Fully Paid,n,other
sdv-id-VAyKuK,14369.0,15312.0,14446.832885398137, 60 months,13.29,387.35,B,B5,5 years,MORTGAGE,45588.56,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-HrQORR,27552.0,29016.0,30363.14180345662, 60 months,29.82,638.9,F,F4,6 years,MORTGAGE,85180.69,Not Verified,Fully Paid,n,home_improvement
sdv-id-tyJegj,5732.0,5214.0,5796.783322218611, 36 months,18.34,270.49,F,B1,10+ years,RENT,54152.38,Source Verified,Current,n,other
sdv-id-QPZDrw,28573.0,34370.0,27524.047195302897, 60 months,15.02,1045.3,C,C3,2 years,OWN,401990.34,Source Verified,Charged Off,n,debt_consolidation
sdv-id-BMUcUN,4975.0,5868.0,3978.479385558141, 36 months,9.39,195.12,B,B4,10+ years,RENT,37264.36,Verified,Current,n,car
sdv-id-xQGnZq,34493.0,35143.0,32251.334738681915, 60 months,18.71,770.52,E,E1,8 years,RENT,131779.65,Verified,Fully Paid,n,other
sdv-id-JXlsPO,23824.0,24072.0,23723.745683773544, 36 months,27.57,302.03,E,E5,10+ years,OWN,45860.9,Not Verified,Current,n,car
sdv-id-bIFYQD,15462.0,14905.0,16193.71538070714, 60 months,12.66,477.85,B,B3,10+ years,RENT,60644.38,Verified,Current,n,debt_consolidation
sdv-id-eziHdT,6703.0,7201.0,6694.975595399533, 36 months,6.77,236.58,A,A4,< 1 year,RENT,44900.98,Not Verified,Current,n,debt_consolidation
sdv-id-wkurCG,4957.0,6095.0,6574.641203499461, 36 months,12.38,180.57,B,B5,4 years,MORTGAGE,25087.78,Not Verified,Fully Paid,n,medical
sdv-id-VHwbHN,11464.0,10599.0,10691.673184623782, 36 months,14.44,416.87,C,C3,1 year,OWN,42553.32,Not Verified,Charged Off,n,home_improvement
sdv-id-HpPLAE,34105.0,35328.0,31810.561619354612, 36 months,24.95,1387.6,E,E3,< 1 year,RENT,39502.67,Verified,Fully Paid,n,debt_consolidation
sdv-id-UeLUaj,5808.0,5281.0,6123.3695389683835, 36 months,8.6,171.59,A,A4,6 years,RENT,21014.83,Source Verified,Current,n,other
sdv-id-cYAnRF,20878.0,20308.0,19956.91011551257, 36 months,14.78,474.79,C,C1,10+ years,OWN,82941.5,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-yQdzUI,24614.0,24734.0,24801.042795971352, 60 months,26.18,738.75,E,E2,7 years,MORTGAGE,80360.33,Not Verified,Charged Off,n,debt_consolidation
sdv-id-pmyQex,29221.0,28789.0,29150.591899935083, 36 months,14.61,837.55,C,C2,< 1 year,OWN,39894.17,Source Verified,Fully Paid,n,house
sdv-id-jZxpmQ,11466.0,9774.0,12222.40393882243, 36 months,9.14,274.43,B,B2,10+ years,OWN,48716.35,Source Verified,Fully Paid,n,credit_card
sdv-id-ppKScq,12095.0,13277.0,8067.253387590195, 36 months,13.34,302.0,C,C2,4 years,OTHER,45204.95,Source Verified,Fully Paid,n,medical
sdv-id-FJNGBV,20381.0,20674.0,17848.022180981996, 36 months,12.24,420.1,B,B5,5 years,OWN,101412.25,Source Verified,Current,n,small_business
sdv-id-IKGrEs,6069.0,6972.0,7953.01780368209, 36 months,7.6,145.99,D,A3,6 years,MORTGAGE,34677.33,Not Verified,Current,n,debt_consolidation
sdv-id-nDJFIu,2876.0,3897.0,1400.7746973659182, 36 months,7.67,84.23,A,C1,1 year,RENT,47006.53,Not Verified,Fully Paid,n,medical
sdv-id-lqWCZP,15684.0,15375.0,15460.236020717099, 36 months,12.96,353.82,C,C3,5 years,MORTGAGE,54237.88,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-kNfTpr,19804.0,20232.0,20861.11640322552, 60 months,8.32,555.45,A,A3,3 years,RENT,24688.43,Verified,Fully Paid,n,debt_consolidation
sdv-id-qmItzc,15207.0,15454.0,14414.644159673384, 36 months,12.06,520.47,B,B2,10+ years,MORTGAGE,83533.46,Not Verified,Late (31-120 days),y,other
sdv-id-AOWQcD,2547.0,4477.0,4184.920586040307, 36 months,6.3,70.72,A,A3,1 year,OWN,45976.43,Not Verified,Current,n,moving
sdv-id-zAnvnO,19378.0,20050.0,19611.060800554744, 60 months,30.99,516.19,B,B5,10+ years,MORTGAGE,32708.69,Verified,Fully Paid,n,home_improvement
sdv-id-UtELKN,23496.0,23816.0,23897.273687433393, 36 months,13.3,499.55,B,B3,10+ years,MORTGAGE,92721.88,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-vSkKWU,28868.0,29788.0,28829.730285358604, 36 months,25.2,913.45,E,E5,8 years,OWN,57575.08,Not Verified,Charged Off,n,debt_consolidation
sdv-id-BhFMuM,25006.0,25231.0,24576.931385581986, 36 months,9.0,525.39,A,A5,10+ years,OWN,166134.97,Verified,Current,n,debt_consolidation
sdv-id-okmoHp,10277.0,9983.0,10306.7185447136, 60 months,11.45,335.69,B,B4,8 years,MORTGAGE,46865.38,Source Verified,Fully Paid,n,house
sdv-id-uiSBpA,9031.0,11185.0,7533.3593655069635, 36 months,10.05,365.59,B,B4,8 years,MORTGAGE,46590.96,Verified,Fully Paid,n,debt_consolidation
sdv-id-bvLiGP,4198.0,8539.0,7646.494079300808, 36 months,7.08,234.67,D,A5,3 years,RENT,78249.67,Not Verified,Fully Paid,n,credit_card
sdv-id-zHQTOM,3927.0,6340.0,6401.031974276787, 36 months,16.47,168.56,C,C5,8 years,RENT,45151.62,Not Verified,Fully Paid,n,small_business
sdv-id-viIQLD,11802.0,14136.0,11220.421248119164, 60 months,22.63,296.3,E,E2,6 years,OWN,48159.73,Verified,Fully Paid,n,debt_consolidation
sdv-id-CSRRuC,11108.0,12435.0,11590.516177766764, 36 months,8.14,395.41,A,A3,9 years,OWN,74416.48,Verified,Charged Off,n,small_business
sdv-id-QCCvcD,6782.0,9462.0,8726.292858743765, 36 months,7.54,256.5,A,B3,10+ years,OWN,50681.64,Not Verified,Fully Paid,n,other
sdv-id-DUZkuB,10035.0,8552.0,10001.145584521539, 36 months,7.89,210.39,A,A4,6 years,OWN,51221.46,Verified,Charged Off,n,debt_consolidation
sdv-id-PHxgAu,15504.0,15782.0,14929.185052194654, 60 months,18.8,365.95,B,B4,10+ years,MORTGAGE,90391.52,Verified,Fully Paid,n,credit_card
sdv-id-SPcCWS,1000.0,2736.0,342.01679291469554, 36 months,7.71,31.7,A,A2,10+ years,RENT,60261.13,Not Verified,Current,n,other
sdv-id-Gbdols,17890.0,18360.0,18725.155344764215, 60 months,30.99,556.17,G,F5,10+ years,MORTGAGE,132414.72,Verified,Charged Off,n,debt_consolidation
sdv-id-ZIuGzr,11750.0,11010.0,11629.856226316566, 36 months,14.51,397.5,C,C3,1 year,RENT,62792.39,Not Verified,Charged Off,n,renewable_energy
sdv-id-pbFITp,2649.0,3970.0,3502.558633151565, 60 months,25.53,111.14,E,E2,10+ years,MORTGAGE,37914.04,Not Verified,Fully Paid,n,major_purchase
sdv-id-mntNzs,14721.0,19162.0,15007.583905511698, 36 months,11.74,509.11,B,B1,5 years,MORTGAGE,108467.11,Not Verified,Current,n,debt_consolidation
sdv-id-EFmPnk,15366.0,15011.0,14734.88972277539, 60 months,22.83,323.48,E,C1,10+ years,RENT,74147.32,Not Verified,Charged Off,n,credit_card
sdv-id-RUvKVk,28987.0,28965.0,28596.49122816959, 60 months,15.99,858.11,D,D3,2 years,OWN,58001.07,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-abVRQq,19068.0,19104.0,20701.240428936, 36 months,11.1,440.47,B,B1,10+ years,MORTGAGE,58230.99,Not Verified,Charged Off,n,house
sdv-id-pURced,19177.0,10891.0,6336.374808723907, 36 months,11.27,239.79,B,B1,10+ years,OWN,72016.37,Not Verified,Charged Off,n,debt_consolidation
sdv-id-BKKbwC,14549.0,15291.0,15015.600321435306, 60 months,20.9,408.0,E,E1,< 1 year,RENT,65277.29,Verified,Fully Paid,n,debt_consolidation
sdv-id-cIEruo,34072.0,34825.0,32174.801888601705, 36 months,10.0,1148.28,B,B3,2 years,MORTGAGE,179301.36,Source Verified,Fully Paid,n,credit_card
sdv-id-rIMPDb,15431.0,15345.0,15434.37368629666, 36 months,8.81,283.23,A,A5,1 year,RENT,88275.15,Not Verified,Current,n,debt_consolidation
sdv-id-nLjTjg,15766.0,11737.0,15297.171080512166, 60 months,15.21,256.09,E,D1,1 year,MORTGAGE,27911.91,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-kJcvOt,19918.0,20648.0,20186.349100550997, 36 months,6.34,675.72,A,A4,10+ years,MORTGAGE,107111.67,Source Verified,Current,n,debt_consolidation
sdv-id-qMCXBO,9731.0,10233.0,9955.808755522232, 36 months,18.34,342.12,E,E1,10+ years,RENT,37582.93,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-GYoXtk,14772.0,15052.0,14822.060359308347, 60 months,15.04,422.56,C,C3,6 years,MORTGAGE,47988.52,Source Verified,Current,n,debt_consolidation
sdv-id-ntxazo,1000.0,3834.0,802.8383297253758, 36 months,13.89,186.67,C,C2,10+ years,OWN,59959.87,Not Verified,Fully Paid,n,credit_card
sdv-id-KVFIfL,5871.0,5048.0,8579.425015191877, 36 months,14.9,302.47,B,B5,10+ years,MORTGAGE,93841.83,Verified,Charged Off,n,credit_card
sdv-id-rpHXOl,27588.0,18796.0,19953.85028986495, 60 months,14.78,693.83,C,C2,10+ years,MORTGAGE,66041.86,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-uxmErQ,9996.0,9703.0,10018.12639093716, 36 months,12.7,309.26,C,C1,1 year,OWN,48646.65,Verified,Fully Paid,n,credit_card
sdv-id-CJpoHz,6415.0,9838.0,9931.094073065675, 36 months,11.95,349.72,B,B3,10+ years,MORTGAGE,57345.44,Not Verified,Fully Paid,n,major_purchase
sdv-id-LsyYdt,13990.0,24707.0,23966.308898332638, 60 months,15.03,372.37,C,C2,9 years,NONE,39395.02,Source Verified,Charged Off,n,credit_card
sdv-id-pYeLBD,25095.0,24950.0,24852.869034465173, 36 months,13.87,810.8,C,C4,5 years,MORTGAGE,197605.6,Not Verified,Current,n,credit_card
sdv-id-beCxYJ,19254.0,19764.0,18749.161615056244, 60 months,18.24,587.31,E,E5,2 years,MORTGAGE,85854.65,Not Verified,Charged Off,n,debt_consolidation
sdv-id-NHszRW,25313.0,24998.0,24978.551609545382, 60 months,15.93,642.02,C,C4,10+ years,MORTGAGE,99791.16,Verified,In Grace Period,n,debt_consolidation
sdv-id-bOVrmZ,23810.0,23473.0,25435.87558464573, 36 months,5.83,273.58,A,A1,10+ years,MORTGAGE,223811.45,Not Verified,Fully Paid,n,credit_card
sdv-id-uHVCit,14925.0,5708.0,8622.635667314116, 60 months,14.58,368.95,C,C2,10+ years,OWN,138939.8,Source Verified,Current,n,other
sdv-id-tFgPAv,2801.0,5562.0,1964.4510646914516, 36 months,16.62,74.58,C,C5,4 years,RENT,99548.66,Source Verified,Fully Paid,n,major_purchase
sdv-id-TBpZDv,23426.0,24264.0,23065.482902195552, 60 months,16.16,802.75,D,D3,10+ years,MORTGAGE,89472.26,Not Verified,Fully Paid,n,credit_card
sdv-id-GSYEUJ,10031.0,8366.0,9987.496304568152, 60 months,19.03,248.98,E,E4,1 year,RENT,42619.5,Verified,Fully Paid,n,debt_consolidation
sdv-id-oTOVrj,28455.0,29359.0,29743.414333708653, 60 months,30.99,834.77,G,G1,8 years,MORTGAGE,60883.48,Verified,Charged Off,n,debt_consolidation
sdv-id-Ylxlru,14845.0,10153.0,15017.573054855882, 36 months,8.25,407.05,B,A4,6 years,OWN,55793.52,Source Verified,Charged Off,n,debt_consolidation
sdv-id-GukBFD,10686.0,11806.0,8412.239771296405, 36 months,16.33,276.3,C,C2,4 years,RENT,38231.47,Verified,Charged Off,n,debt_consolidation
sdv-id-gHXsel,28902.0,29556.0,31890.510626867217, 36 months,5.37,848.93,A,A1,10+ years,MORTGAGE,101613.24,Not Verified,Current,n,debt_consolidation
sdv-id-JJJeAf,10067.0,9752.0,10042.009473280761, 36 months,8.22,281.59,A,A4,2 years,RENT,63757.25,Not Verified,Fully Paid,n,moving
sdv-id-TPHhyh,6944.0,6208.0,7650.459577313548, 36 months,7.28,191.91,A,D3,4 years,RENT,66866.07,Source Verified,Fully Paid,n,credit_card
sdv-id-oPJEvD,5287.0,7496.0,4946.4958251385, 36 months,18.67,275.2,D,D5,10+ years,OWN,37488.21,Not Verified,Fully Paid,n,home_improvement
sdv-id-iVPEEO,18527.0,18474.0,20139.799280256273, 60 months,21.53,588.24,C,C2,10+ years,MORTGAGE,91515.25,Verified,Fully Paid,n,other
sdv-id-OkmbGu,10162.0,8796.0,9841.193674092994, 36 months,11.08,232.54,B,B2,1 year,RENT,61899.85,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-nMYpbv,10298.0,10726.0,12744.671904041521, 60 months,14.72,333.25,C,C1,9 years,MORTGAGE,86791.51,Not Verified,Current,n,other
sdv-id-BXoPuo,5700.0,4939.0,4960.196696067878, 36 months,11.34,181.6,B,B1,1 year,MORTGAGE,45750.36,Not Verified,Current,n,debt_consolidation
sdv-id-ZsoYaT,29767.0,30335.0,27971.69731483299, 36 months,6.44,814.14,A,A4,1 year,RENT,53727.95,Not Verified,Current,n,credit_card
sdv-id-hFCwQa,24326.0,20146.0,18250.34148351351, 36 months,9.94,754.82,B,B3,10+ years,RENT,65902.28,Source Verified,Late (31-120 days),y,debt_consolidation
sdv-id-QZBKCa,5582.0,4825.0,6203.089123299506, 60 months,30.38,254.58,F,F4,10+ years,RENT,44804.63,Verified,Charged Off,n,debt_consolidation
sdv-id-OSiyCI,6538.0,9485.0,7328.130231431705, 36 months,16.07,456.55,D,D2,3 years,OWN,98236.45,Source Verified,Fully Paid,n,credit_card
sdv-id-FWFnsa,3385.0,5064.0,1821.3529583357974, 36 months,12.59,97.62,C,A4,2 years,RENT,66903.98,Not Verified,Fully Paid,n,medical
sdv-id-ZWtTVL,9991.0,11594.0,10231.987583136384, 36 months,14.1,271.48,C,C3,2 years,MORTGAGE,269371.75,Not Verified,Current,n,debt_consolidation
sdv-id-iucRoG,14591.0,15806.0,14409.304678118388, 60 months,16.88,550.61,C,C3,5 years,MORTGAGE,67504.26,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-qzLPBC,24328.0,23998.0,24221.029944028458, 36 months,12.86,713.6,C,C2,10+ years,MORTGAGE,65070.7,Verified,Fully Paid,n,debt_consolidation
sdv-id-zmaSab,34048.0,34367.0,28602.126202182204, 36 months,15.81,1264.14,D,D2,6 years,OWN,201392.35,Not Verified,Fully Paid,n,house
sdv-id-TVvOQS,6105.0,4678.0,5692.336366107409, 36 months,15.17,214.31,C,C4,2 years,OWN,25912.85,Verified,Charged Off,n,moving
sdv-id-CLOtgF,34723.0,35342.0,36502.99180474697, 60 months,18.93,875.4,D,D1,10+ years,MORTGAGE,92025.47,Not Verified,Current,n,credit_card
sdv-id-tNWbsE,7608.0,5179.0,5680.709954511791, 36 months,11.59,204.52,B,B5,10+ years,MORTGAGE,75572.36,Not Verified,Fully Paid,n,home_improvement
sdv-id-KRXwBR,34522.0,4545.0,7536.841415370469, 36 months,7.0,1255.32,A,A1,10+ years,OWN,85411.16,Not Verified,Fully Paid,n,major_purchase
sdv-id-ESRWPb,19944.0,18304.0,19257.737900521937, 36 months,15.12,683.37,C,C2,10+ years,OWN,46511.17,Source Verified,Late (31-120 days),y,debt_consolidation
sdv-id-WpzJaS,7289.0,5478.0,8903.25161366623, 36 months,12.83,258.31,B,B1,10+ years,RENT,41921.46,Not Verified,Charged Off,n,debt_consolidation
sdv-id-yfVhYQ,14754.0,15671.0,14583.493203020284, 60 months,14.9,271.64,E,E5,2 years,MORTGAGE,42734.82,Not Verified,Current,n,debt_consolidation
sdv-id-tguvBI,15244.0,14727.0,15768.076829259806, 60 months,13.79,422.66,C,C3,3 years,OWN,63351.18,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-jeYFgt,15126.0,15441.0,14339.209199979887, 60 months,12.53,322.6,B,B3,8 years,OWN,57247.48,Source Verified,Late (16-30 days),n,credit_card
sdv-id-zYylmI,34117.0,34715.0,35674.531484254774, 36 months,7.28,877.55,F,F4,10+ years,OWN,253421.05,Verified,Fully Paid,n,car
sdv-id-HgcRDQ,15215.0,15243.0,14320.398971543294, 36 months,14.48,314.39,C,C1,1 year,ANY,48123.6,Source Verified,Current,n,other
sdv-id-xrioWR,16095.0,10751.0,15443.068049577618, 36 months,9.02,328.19,A,A5,1 year,RENT,30834.43,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-rVcWxb,17856.0,18091.0,17901.57628130154, 36 months,7.97,290.77,A,A3,7 years,MORTGAGE,88198.11,Not Verified,Current,n,debt_consolidation
sdv-id-YDVtZi,15888.0,20868.0,22241.031060522808, 60 months,19.05,413.06,F,F5,2 years,MORTGAGE,63058.47,Verified,Fully Paid,n,debt_consolidation
sdv-id-cupyRT,29228.0,34923.0,34207.48981282807, 60 months,16.62,830.53,D,C5,< 1 year,RENT,105922.41,Verified,Fully Paid,n,debt_consolidation
sdv-id-xXMcId,6331.0,7384.0,8969.697779701177, 36 months,8.33,306.56,A,A5,7 years,MORTGAGE,222431.01,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-vVrODX,1190.0,1701.0,1783.8521528230951, 36 months,9.93,181.26,D,B1,1 year,RENT,31680.54,Not Verified,Late (16-30 days),n,other
sdv-id-lyWtSD,10270.0,9466.0,10232.78940321196, 36 months,13.94,345.33,C,C4,8 years,MORTGAGE,45414.26,Source Verified,Fully Paid,n,home_improvement
sdv-id-cRmtip,6965.0,4824.0,7293.029553274908, 36 months,19.06,277.15,E,E1,3 years,MORTGAGE,86639.23,Verified,Charged Off,n,credit_card
sdv-id-yvTQeU,14532.0,19054.0,14885.65473506659, 36 months,13.21,519.43,C,B4,10+ years,MORTGAGE,67234.8,Verified,Fully Paid,n,debt_consolidation
sdv-id-MBiPni,9855.0,10144.0,6718.922427802599, 36 months,11.99,438.37,B,B4,2 years,OWN,52295.99,Not Verified,Current,n,debt_consolidation
sdv-id-jdPQqC,14952.0,14846.0,15321.839077681763, 60 months,17.8,493.98,C,C5,4 years,OWN,44973.21,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-YiZaxH,3112.0,4874.0,3743.6572522249858, 36 months,7.71,246.33,A,A4,< 1 year,OWN,76597.42,Not Verified,Current,n,debt_consolidation
sdv-id-dQnUWy,35735.0,35951.0,36227.285115875486, 36 months,16.57,1206.62,D,D1,9 years,RENT,89745.54,Source Verified,Late (16-30 days),n,credit_card
sdv-id-zvhDKj,34331.0,35134.0,34863.97811930054, 60 months,19.71,938.56,E,E4,2 years,OWN,219647.2,Source Verified,In Grace Period,n,home_improvement
sdv-id-AqHCKc,9989.0,9373.0,9777.690277541928, 36 months,10.93,413.92,B,B3,6 years,RENT,65374.56,Not Verified,Late (31-120 days),y,debt_consolidation
sdv-id-TrhFUy,24692.0,25025.0,24952.29631985007, 36 months,5.31,776.9,A,A1,10+ years,ANY,49347.59,Not Verified,Current,n,house
sdv-id-ULWYGw,5293.0,4748.0,2969.720481578179, 36 months,10.48,173.24,B,B2,10+ years,OWN,56403.53,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-vkFoJi,9804.0,8901.0,9774.16720928243, 36 months,10.41,354.39,B,B3,10+ years,MORTGAGE,66570.65,Not Verified,Fully Paid,n,home_improvement
sdv-id-ZnGQbl,20419.0,18550.0,19764.61236805306, 36 months,18.54,259.3,D,D3,2 years,RENT,48676.28,Verified,Charged Off,n,debt_consolidation
sdv-id-tuRQcQ,39338.0,40000.0,38998.377610685544, 36 months,10.52,768.26,A,B1,10+ years,MORTGAGE,94139.93,Verified,Fully Paid,n,home_improvement
sdv-id-CVcJwz,10108.0,8544.0,10190.691498100712, 36 months,11.24,215.53,B,B1,1 year,OWN,55482.97,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-XOledf,9938.0,11018.0,15428.539462663375, 36 months,15.95,420.26,B,B2,7 years,MORTGAGE,68403.41,Not Verified,Late (31-120 days),y,debt_consolidation
sdv-id-VXGrXA,9975.0,11071.0,11666.76850380715, 60 months,22.4,314.83,E,E4,1 year,RENT,61304.81,Verified,Fully Paid,n,debt_consolidation
sdv-id-IyRQxA,40000.0,40000.0,40000.0, 36 months,8.07,1166.7,B,B1,10+ years,MORTGAGE,477592.16,Source Verified,Current,n,debt_consolidation
sdv-id-aPQZSw,9747.0,7193.0,6492.124951824672, 36 months,19.89,332.31,F,A5,2 years,RENT,47937.29,Not Verified,Late (31-120 days),n,major_purchase
sdv-id-kukTnU,34758.0,35338.0,34413.41849975569, 36 months,6.97,1166.0,A,B2,4 years,MORTGAGE,153319.69,Verified,Current,n,home_improvement
sdv-id-BuGiPF,19179.0,19085.0,19424.829802899756, 36 months,15.63,601.09,C,C5,8 years,OWN,46953.93,Verified,Current,n,debt_consolidation
sdv-id-DQeshr,34209.0,34414.0,39013.87738653324, 60 months,22.56,838.54,F,F4,10+ years,MORTGAGE,102070.0,Verified,Late (31-120 days),n,major_purchase
sdv-id-xOzSTj,17575.0,20795.0,18443.962323267162, 60 months,18.56,511.99,D,D3,3 years,OWN,40140.33,Verified,Charged Off,n,debt_consolidation
sdv-id-JPGJNO,5655.0,9745.0,4080.081185137288, 60 months,26.76,251.72,E,E4,10+ years,MORTGAGE,47187.09,Not Verified,Fully Paid,n,other
sdv-id-cpMUjK,7071.0,9318.0,3841.7034477270104, 60 months,17.63,253.26,E,E3,10+ years,OWN,43484.13,Source Verified,Fully Paid,n,other
sdv-id-WyNgiM,15379.0,15389.0,7360.129317667002, 36 months,15.43,364.85,C,C1,10+ years,ANY,53798.31,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-MjHIGv,10953.0,12515.0,11736.493702521795, 60 months,6.83,296.5,C,A4,9 years,MORTGAGE,75042.48,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-AErTSs,12537.0,11816.0,12535.531860606337, 36 months,6.67,331.6,A,A4,10+ years,OWN,78358.65,Not Verified,Current,n,debt_consolidation
sdv-id-jEJmon,9916.0,9109.0,9906.209697497177, 36 months,13.04,268.25,C,C3,2 years,MORTGAGE,60920.38,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-EcLXlD,9947.0,8746.0,9967.037300748108, 36 months,12.1,392.32,B,B5,10+ years,OWN,51189.99,Verified,Fully Paid,n,debt_consolidation
sdv-id-ddIjil,24258.0,29719.0,37195.90423732579, 36 months,8.89,956.57,B,B3,10+ years,RENT,189508.08,Source Verified,Fully Paid,n,credit_card
sdv-id-IswjkF,24789.0,24921.0,24897.911606247595, 36 months,10.0,540.53,B,B5,10+ years,MORTGAGE,56388.95,Verified,Fully Paid,n,debt_consolidation
sdv-id-kVUPAN,19178.0,20265.0,19642.738894247068, 60 months,24.98,865.43,E,E5,10+ years,RENT,91225.62,Verified,Fully Paid,n,debt_consolidation
sdv-id-IrYtmu,14977.0,16232.0,14598.382716468846, 60 months,17.02,498.19,B,C4,10+ years,OWN,47467.0,Not Verified,Current,n,debt_consolidation
sdv-id-rlPoRs,1000.0,3292.0,329.23930980616933, 36 months,8.34,87.4,A,A4,10+ years,OWN,76000.25,Not Verified,Fully Paid,n,vacation
sdv-id-xiqyLL,17977.0,17625.0,18617.69210708081, 60 months,16.02,243.09,D,C4,4 years,RENT,58497.95,Source Verified,Fully Paid,n,debt_consolidation
sdv-id-JePyzz,1817.0,6032.0,2475.0829547665076, 36 months,13.94,161.5,A,C5,10+ years,MORTGAGE,41185.45,Not Verified,Fully Paid,n,car
sdv-id-OlLmvs,6877.0,20308.0,18198.23133223558, 36 months,13.14,513.2,B,B3,5 years,RENT,54859.38,Not Verified,Fully Paid,n,credit_card
sdv-id-UthXxv,1000.0,1000.0,453.60271425271276, 36 months,22.26,78.07,D,D4,2 years,MORTGAGE,55154.76,Not Verified,Current,n,other
sdv-id-IvykoP,12017.0,12082.0,12108.224544930848, 36 months,8.12,313.17,A,A4,1 year,MORTGAGE,28372.05,Source Verified,Current,n,debt_consolidation
sdv-id-WGEobs,15077.0,14919.0,15500.873977881645, 36 months,7.61,475.8,A,A5,10+ years,MORTGAGE,81387.44,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-bnzpwl,25422.0,40000.0,25574.73282707458, 36 months,5.31,789.51,A,A1,10+ years,MORTGAGE,142371.43,Source Verified,Current,n,credit_card
sdv-id-nJDRnK,15475.0,12427.0,15146.63397365731, 36 months,10.93,329.53,B,B5,1 year,MORTGAGE,55853.39,Not Verified,Late (31-120 days),y,credit_card
sdv-id-HPlUpC,7369.0,5715.0,7060.726082344215, 36 months,13.23,154.4,C,C3,10+ years,MORTGAGE,174660.23,Verified,Fully Paid,n,house
sdv-id-dBnttg,18039.0,19569.0,20104.195926545362, 36 months,19.59,538.45,D,D2,10+ years,MORTGAGE,61160.61,Verified,Charged Off,n,debt_consolidation
sdv-id-WtBnib,13860.0,18699.0,14501.705947049433, 36 months,10.33,455.12,B,B1,10+ years,OWN,76396.0,Not Verified,Current,n,debt_consolidation
sdv-id-pJXdYH,1812.0,15093.0,14679.034229770736, 36 months,8.1,38.63,A,A2,10+ years,RENT,49416.13,Not Verified,Fully Paid,n,house
sdv-id-upcaiR,5861.0,5218.0,8074.177445186217, 36 months,11.36,363.42,C,C1,1 year,MORTGAGE,60173.33,Verified,Fully Paid,n,other
sdv-id-zLXDfY,9941.0,9121.0,9798.312009962818, 36 months,10.06,335.19,B,B1,1 year,MORTGAGE,68047.45,Not Verified,Fully Paid,n,debt_consolidation
sdv-id-aJwsJV,27844.0,30545.0,27447.998308409493, 60 months,30.99,984.63,G,G4,< 1 year,OWN,63264.78,Verified,Fully Paid,n,debt_consolidation
sdv-id-hruXvb,11761.0,11644.0,11454.120402757342, 60 months,16.43,240.89,C,C5,1 year,MORTGAGE,44707.88,Verified,Current,n,debt_consolidation
sdv-id-LKYQRW,12116.0,13112.0,11724.634755728013, 60 months,15.18,414.13,C,C1,3 years,MORTGAGE,59221.56,Not Verified,Charged Off,n,credit_card
